AEBCOMTR|20190501|301|400|18,72|439,61
AEBCOMTR|20190501|401|500|25,70|439,61
AEBCOMTR|20190501|501|9999999|39,69|439,61
AEBCOMTR|20190601|0|30|1,31|419,63
AEBCOMTR|20190601|31|50|1,65|419,63
AEBCOMTR|20190601|51|100|2,86|419,63
AEBCOMTR|20190601|101|150|5,84|419,63
AEBCOMTR|20190601|151|200|7,97|419,63
AEBCOMTR|20190601|201|250|11,75|419,63
AEBCOMTR|20190601|251|300|14,48|419,63
AEBCOMTR|20190601|301|400|18,72|419,63
AEBCOMTR|20190601|401|500|25,70|419,63
AEBCOMTR|20190601|501|9999999|39,69|419,63
AEBINDTR|20190422|0|30|1,31|428,14
AEBINDTR|20190422|31|50|1,65|428,14
AEBINDTR|20190422|51|100|2,86|428,14
AEBINDTR|20190422|101|150|5,84|428,14
AEBINDTR|20190422|151|200|7,97|428,14
AEBINDTR|20190422|201|250|11,75|428,14
AEBINDTR|20190422|251|300|14,48|428,14
AEBINDTR|20190422|301|400|18,72|428,14
AEBINDTR|20190422|401|500|25,70|428,14
AEBINDTR|20190422|501|9999999|39,69|428,14
AEBINDTR|20190501|0|30|1,31|439,61
AEBINDTR|20190501|31|50|1,65|439,61
AEBINDTR|20190501|51|100|2,86|439,61
AEBINDTR|20190501|101|150|5,84|439,61
AEBINDTR|20190501|151|200|7,97|439,61
AEBINDTR|20190501|201|250|11,75|439,61
AEBINDTR|20190501|251|300|14,48|439,61
AEBINDTR|20190501|301|400|18,72|439,61
AEBINDTR|20190501|401|500|25,70|439,61
AEBINDTR|20190501|501|9999999|39,69|439,61
AEBINDTR|20190601|0|30|1,31|419,63
AEBINDTR|20190601|31|50|1,65|419,63
AEBINDTR|20190601|51|100|2,86|419,63
AEBINDTR|20190601|101|150|5,84|419,63
AEBINDTR|20190601|151|200|7,97|419,63
AEBINDTR|20190601|201|250|11,75|419,63
AEBINDTR|20190601|251|300|14,48|419,63
AEBINDTR|20190601|301|400|18,72|419,63
AEBINDTR|20190601|401|500|25,70|419,63
AEBINDTR|20190601|501|9999999|39,69|419,63
AEBPPBTR|20190422|0|30|1,31|428,14
AEBPPBTR|20190422|31|50|1,65|428,14
AEBPPBTR|20190422|51|100|2,86|428,14
AEBPPBTR|20190422|101|150|5,84|428,14
AEBPPBTR|20190422|151|200|7,97|428,14
AEBPPBTR|20190422|201|250|11,75|428,14
AEBPPBTR|20190422|251|300|14,48|428,14
AEBPPBTR|20190422|301|400|18,72|428,14
AEBPPBTR|20190422|401|500|25,70|428,14
AEBPPBTR|20190422|501|9999999|39,69|428,14
AEBPPBTR|20190501|0|30|1,31|439,61
AEBPPBTR|20190501|31|50|1,65|439,61
AEBPPBTR|20190501|51|100|2,86|439,61
AEBPPBTR|20190501|101|150|5,84|439,61
AEBPPBTR|20190501|151|200|7,97|439,61
AEBPPBTR|20190501|201|250|11,75|439,61
AEBPPBTR|20190501|251|300|14,48|439,61
AEBPPBTR|20190501|301|400|18,72|439,61
AEBPPBTR|20190501|401|500|25,70|439,61
AEBPPBTR|20190501|501|9999999|39,69|439,61
AEBPPBTR|20190601|0|30|1,31|419,63
AEBPPBTR|20190601|31|50|1,65|419,63
AEBPPBTR|20190601|51|100|2,86|419,63
AEBPPBTR|20190601|101|150|5,84|419,63
AEBPPBTR|20190601|151|200|7,97|419,63
AEBPPBTR|20190601|201|250|11,75|419,63
AEBPPBTR|20190601|251|300|14,48|419,63
AEBPPBTR|20190601|301|400|18,72|419,63
AEBPPBTR|20190601|401|500|25,70|419,63
AEBPPBTR|20190601|501|9999999|39,69|419,63
AEBPPETR|20190422|0|30|1,31|428,14
AEBPPETR|20190422|31|50|1,65|428,14
AEBPPETR|20190422|51|100|2,86|428,14
AEBPPETR|20190422|101|150|5,84|428,14
AEBPPETR|20190422|151|200|7,97|428,14
AEBPPETR|20190422|201|250|11,75|428,14
AEBPPETR|20190422|251|300|14,48|428,14
AEBPPETR|20190422|301|400|18,72|428,14
AEBPPETR|20190422|401|500|25,70|428,14
AEBPPETR|20190422|501|9999999|39,69|428,14
AEBPPETR|20190501|0|30|1,31|439,61
AEBPPETR|20190501|31|50|1,65|439,61
AEBPPETR|20190501|51|100|2,86|439,61
AEBPPETR|20190501|101|150|5,84|439,61
AEBPPETR|20190501|151|200|7,97|439,61
AEBPPETR|20190501|201|250|11,75|439,61
AEBPPETR|20190501|251|300|14,48|439,61
AEBPPETR|20190501|301|400|18,72|439,61
AEBPPETR|20190501|401|500|25,70|439,61
AEBPPETR|20190501|501|9999999|39,69|439,61
AEBPPETR|20190601|0|30|1,31|419,63
AEBPPETR|20190601|31|50|1,65|419,63
AEBPPETR|20190601|51|100|2,86|419,63
AEBPPETR|20190601|101|150|5,84|419,63
AEBPPETR|20190601|151|200|7,97|419,63
AEBPPETR|20190601|201|250|11,75|419,63
AEBPPETR|20190601|251|300|14,48|419,63
AEBPPETR|20190601|301|400|18,72|419,63
AEBPPETR|20190601|401|500|25,70|419,63
AEBPPETR|20190601|501|9999999|39,69|419,63
AEBPPFTR|20190422|0|30|1,31|428,14
